vehicleType,255.0
time1,511
time2,511
time3,511
time4,511
time5,511
time6,511
time7,511
time8,511
time9,511
time10,511
time11,511
time12,511
time13,511
time14,511
time15,511
time16,511
time17,511
time18,511
time19,511
time20,511
time21,511
time22,511
time23,511
time24,511
time25,511
time26,511
time27,511
time28,511
time29,511
time30,511
time31,511
time32,511
time33,511
time34,511
time35,511
time36,511
time37,511
time38,511
time39,511
time40,511
time41,511
time42,511
time43,511
time44,511
time45,511
time46,511
time47,511
time48,511
ifHoliday,1
holidayDays,7
holidayStage,3
ifWorkDay,1
weekDay,7
timeStage,287
month,12
